level,expression,reading
N2,桁,けた
N2,梯子,はしご
N2,森林,しんりん
N2,植木,うえき
N2,楕円,だえん
N2,概論,がいろん
N2,構いません,かまいません
N2,構造,こうぞう
N2,標本,ひょうほん
N2,標準,ひょうじゅん
N2,標識,ひょうしき
N2,機関車,きかんしゃ
N2,櫛,くし
N2,欄,らん
N2,欧米,おうべい
N2,欲張り,よくばり
N2,正味,しょうみ
N2,正方形,せいほうけい
N2,正門,せいもん
N2,正面,しょうめん
N2,武士,ぶし
N2,歯磨き,はみがき
N2,歯車,はぐるま
N2,死体,したい
N2,残らず,のこらず
N2,段階,だんかい
N2,殿,どの
N2,毎度,まいど
N2,毎～,まい～
N2,比較的,ひかくてき
N2,毛皮,けがわ
N2,毛糸,けいと
N2,氏名,しめい
N2,民主～,みんしゅ～
N2,民謡,みんよう
N2,民間,みんかん
N2,気を付ける,きをつける
N2,気圧,きあつ
N2,気配,けはい
N2,水分,すいぶん
N2,水平,すいへい
N2,水平線,すいへいせん
N2,水滴,すいてき
N2,水産,すいさん
N2,水着,みずぎ
N2,水筒,すいとう
N2,水素,すいそ
N2,水蒸気,すいじょうき
N2,水面,すいめん
N2,汁,しる
N2,油断,ゆだん
N2,法則,ほうそく
N2,洋品店,ようひんてん
N2,洒落,しゃれ
N2,洗面,せんめん
N2,活力,かつりょく
N2,活字,かつじ
N2,流域,りゅういき
N2,流石,さすが
N2,浮かべる,うかべる
N2,浮く,うく
N2,浮ぶ,うかぶ
N2,浴衣,ゆかた
N2,海水浴,かいすいよく
N2,海洋,かいよう
N2,消化,しょうか
N2,消極的,しょうきょくてき
N2,消毒,しょうどく
N2,消耗,しょうもう
N2,消防署,しょうぼうしょ
N2,液体,えきたい
N2,涼む,すずむ
N2,淡水,たんすい
N2,深夜,しんや
N2,混合,こんごう
N2,清い,きよい
N2,清掃,せいそう
N2,清書,せいしょ
N2,温室,おんしつ
N2,温帯,おんたい
N2,温泉,おんせん
N2,測定,そくてい
N2,測量,そくりょう
N2,湯気,ゆげ
N2,湯飲み,ゆのみ
N2,湿気,しっき
N2,満員,まんいん
N2,満点,まんてん
N2,溜息,ためいき
N2,溶かす,とかす
N2,溶け込む,とけこむ
N2,溶岩,ようがん
N2,滝,たき
N2,漁師,りょうし
N2,漁業,ぎょぎょう
N2,演劇,えんげき
N2,漢和,かんわ
N2,漸く,ようやく
N2,潜る,もぐる
N2,潰す,つぶす
N2,潰れる,つぶれる
N2,激増,げきぞう
N2,濁る,にごる
N2,濃度,のうど
N2,瀬戸物,せともの
N2,火傷,やけど
N2,火口,かこう
N2,火山,かざん
N2,灯台,とうだい
N2,灯油,とうゆ
N2,灰色,はいいろ
N2,災難,さいなん
N2,炊事,すいじ
N2,炒る,いる
N2,炭鉱,たんこう
N2,点々,てんてん
N2,点数,てんすう
N2,為す,なす
N2,為替,かわせ
N2,無地,むじ
N2,無数,むすう
N2,無沙汰,ぶさた
N2,無限,むげん
N2,焦がす,こがす
N2,焦げる,こげる
N2,焦点,しょうてん
N2,煉瓦,れんが
N2,煎る,いる
N2,煙い,けむい
N2,煙突,えんとつ
N2,照らす,てらす
N2,照る,てる
N2,熟語,じゅくご
N2,熱する,ねっする
N2,爪,つめ
N2,父母,ふぼ
N2,片寄る,かたよる
N2,片道,かたみち
N2,牧場,ぼくじょう
N2,牧畜,ぼくちく
N2,物凄い,ものすごい
N2,物差し,ものさし
N2,物置,ものおき
N2,物語る,ものがたる
N2,物騒,ぶっそう
N2,特売,とくばい
N2,特定,とくてい
N2,特殊,とくしゅ
N2,特色,とくしょく
N2,狙い,ねらい
N2,狙う,ねらう
N2,狡い,ずるい
N2,独り言,ひとりごと
N2,献立,こんだて
N2,王女,おうじょ
N2,現に,げんに
N2,現～,げん～
N2,理科,りか
N2,瓦,かわら
N2,瓶詰,びんづめ
N2,甘やかす,あまやかす
N2,甚だしい,はなはだしい
N2,生き生き,いきいき
N2,生け花,いけばな
N2,生ずる,しょうずる
N2,生存,せいぞん
N2,生意気,なまいき
N2,産地,さんち
N2,用語,ようご
N2,用途,ようと
N2,田ぼ,たんぼ
N2,田植え,たうえ
N2,申し訳ない,もうしわけない
N2,申請,しんせい
N2,留まる,とどまる
N2,留まる,とまる
N2,留守番,るすばん
N2,略す,りゃくす
N2,番地,ばんち
N2,発,はつ
N2,発売,はつばい
N2,発想,はっそう
N2,発揮,はっき
N2,発電,はつでん
N2,登場,とうじょう
N2,白髪,しらが
N2,的確,てきかく
N2,皮肉,ひにく
N2,皮膚,ひふ
N2,盆,ぼん
N2,盆地,ぼんち
N2,盗難,とうなん
N2,盛る,もる
N2,目下,めした
N2,目印,めじるし
N2,目安,めやす
N2,目指す,めざす
N2,目次,もくじ
N2,目立つ,めだつ
N2,目覚し,めざまし
N2,直前,ちょくぜん
N2,直径,ちょっけい
N2,直後,ちょくご
N2,直流,ちょくりゅう
N2,直線,ちょくせん
N2,直角,ちょっかく
N2,直通,ちょくつう
N2,相互,そうご
N2,相撲,すもう
N2,相違,そうい
N2,省～,しょう～
N2,看板,かんばん
N2,看病,かんびょう
N2,県庁,けんちょう
N2,真っ先,まっさき
N2,真っ暗,まっくら
N2,真っ白,まっしろ
N2,真っ青,まっさお
N2,真っ黒,まっくろ
N2,真似る,まねる
N2,真空,しんくう
N2,着々,ちゃくちゃく
N2,着せる,きせる
N2,着替え,きがえ
N2,着替える,きがえる
N2,睨む,にらむ
N2,瞳,ひとみ
N2,矛盾,むじゅん
N2,矢印,やじるし
N2,知人,ちじん
N2,短所,たんしょ
N2,短期,たんき
N2,短編,たんぺん
N2,短～,たん～
N2,研修,けんしゅう
N2,砕く,くだく
N2,砕ける,くだける
N2,破く,やぶく
N2,破片,はへん
N2,確率,かくりつ
N2,磁石,じしゃく
N2,社会科学,しゃかいかがく
N2,社説,しゃせつ
N2,祖先,そせん
N2,祝日,しゅくじつ
N2,神様,かみさま
N2,神話,しんわ
N2,祭る,まつる
N2,祭日,さいじつ
N2,私立,しりつ
N2,私鉄,してつ
N2,秤,はかり
N2,移転,いてん
N2,稀,まれ
N2,税関,ぜいかん
N2,稽古,けいこ
N2,空っぽ,からっぽ
N2,空中,くうちゅう
N2,空想,くうそう
N2,空～,くう～
N2,突き当たり,つきあたり
N2,突き当たる,つきあたる
N2,突っ込む,つっこむ
N2,窓口,まどぐち
N2,立ち止まる,たちどまる
N2,童話,どうわ
N2,競馬,けいば
N2,竹,たけ
N2,符号,ふごう
N2,第～,だい～
N2,筆者,ひっしゃ
N2,筆記,ひっき
N2,等分,とうぶん
N2,箇所,かしょ
N2,箒,ほうき
N2,算数,さんすう
N2,算盤,そろばん
N2,粒,つぶ
N2,粗い,あらい
N2,粗筋,あらすじ
N2,糊,のり
N2,系統,けいとう
N2,紅葉,こうよう
N2,紅葉,もみじ
N2,純情,じゅんじょう
N2,純粋,じゅんすい
N2,紙屑,かみくず
N2,紙幣,しへい
N2,素人,しろうと
N2,素直,すなお
N2,素質,そしつ
N2,索引,さくいん
N2,紫,むらさき
N2,紺,こん
N2,終了,しゅうりょう
N2,終点,しゅうてん
N2,組み立てる,くみたてる
N2,組合せ,くみあわせ
N2,経度,けいど
N2,絞る,しぼる
N2,給与,きゅうよ
N2,統一,とういつ
N2,統計,とうけい
N2,絵の具,えのぐ
N2,絶えず,たえず
N2,継続,けいぞく
N2,続々,ぞくぞく
N2,綱,つな
N2,総理大臣,そうりだいじん
N2,総～,そう～
N2,線路,せんろ
N2,締め切る,しめきる
N2,締切,しめきり
N2,編み物,あみもの
N2,編む,あむ
N2,編集,へんしゅう
N2,緩い,ゆるい
N2,緯度,いど
N2,縛る,しばる
N2,縞,しま
N2,縫う,ぬう
N2,縮む,ちぢむ
N2,縮める,ちぢめる
N2,縮れる,ちぢれる
N2,縮小,しゅくしょう
N2,繋がり,つながり
N2,缶詰,かんづめ
N2,羊毛,ようもう
N2,美容,びよう
N2,群れ,むれ
N2,羨む,うらやむ
N2,翌～,よく～
N2,習字,しゅうじ
N2,耕す,たがやす
N2,耕地,こうち
N2,職人,しょくにん
N2,職場,しょくば
N2,肌着,はだぎ
N2,肘,ひじ
N2,肯定,こうてい
N2,育児,いくじ
N2,背負う,せおう
N2,能率,のうりつ
N2,脅かす,おどかす
N2,脱線,だっせん
N2,腰掛け,こしかけ
N2,腰掛ける,こしかける
N2,膨らます,ふくらます
N2,膨らむ,ふくらむ
N2,膨大,ぼうだい
N2,臨時,りんじ
N2,自ら,みずから
N2,自宅,じたく
N2,自治,じち
N2,自然科学,しぜんかがく
N2,自習,じしゅう
N2,自衛,じえい
N2,船便,ふなびん
N2,艶,つや
N2,芯,しん
N2,花嫁,はなよめ
N2,花火,はなび
N2,芸能,げいのう
N2,若々しい,わかわかしい
N2,苦心,くしん
N2,苦情,くじょう
N2,英和,えいわ
N2,英文,えいぶん
N2,茂る,しげる
N2,茶色い,ちゃいろい
N2,草履,ぞうり
N2,荒い,あらい
N2,荒れる,あれる
N2,落し物,おとしもの
N2,落着く,おちつく
N2,落第,らくだい
N2,葬式,そうしき
N2,蒸気,じょうき
N2,蒸発,じょうはつ
N2,蓄える,たくわえる
N2,蓋,ふた
N2,薄める,うすめる
N2,薄暗い,うすぐらい
N2,薬品,やくひん
N2,薬局,やっきょく
N2,薬指,くすりゆび
N2,蘇る,よみがえる
N2,虹,にじ
N2,蛇口,じゃぐち
N2,蛍光灯,けいこうとう
N2,血圧,けつあつ
N2,行っていらっしゃい,いっていらっしゃい
N2,行ってらっしゃい,いってらっしゃい
N2,行事,ぎょうじ
N2,行列,ぎょうれつ
N2,行方,ゆくえ
N2,街角,まちかど
N2,衣食住,いしょくじゅう
N2,表紙,ひょうし
N2,被せる,かぶせる
N2,裁縫,さいほう
N2,裏口,うらぐち
N2,裏返す,うらがえす
N2,補う,おぎなう
N2,製作,せいさく
N2,複写,ふくしゃ
N2,複数,ふくすう
N2,襖,ふすま
N2,西暦,せいれき
N2,要旨,ようし
N2,要領,ようりょう
N2,見上げる,みあげる
N2,見下ろす,みおろす
N2,見出し,みだし
N2,見学,けんがく
N2,見慣れる,みなれる
N2,見掛け,みかけ
N2,見本,みほん
N2,見直す,みなおす
N2,見舞う,みまう
N2,見詰める,みつめる
N2,見送る,みおくる
N2,規律,きりつ
N2,規準,きじゅん
N2,親指,おやゆび
N2,親類,しんるい
N2,観念,かんねん
N2,観測,かんそく
N2,角度,かくど
N2,解く,ほどく
N2,解放,かいほう
N2,解散,かいさん
N2,解答,かいとう
N2,解説,かいせつ
N2,言い付ける,いいつける
N2,言い出す,いいだす
N2,言付ける,ことづける
N2,言葉遣い,ことばづかい
N2,記号,きごう
N2,診断,しんだん
N2,評論,ひょうろん
N2,詫びる,わびる
N2,詰まる,つまる
N2,話し掛ける,はなしかける
N2,話中,はなしちゅう
N2,話合い,はなしあい
N2,誓う,ちかう
N2,課税,かぜい
N2,調味料,ちょうみりょう
N2,調整,ちょうせい
N2,調節,ちょうせつ
N2,論ずる,ろんずる
N2,諸～,しょ～
N2,謎謎,なぞなぞ
N2,謙虚,けんきょ
N2,謙遜,けんそん
N2,講師,こうし
N2,警備,けいび
N2,貨物,かもつ
N2,貯蔵,ちょぞう
N2,貸し出し,かしだし
N2,貸家,かしや
N2,貸間,かしま
N2,資料,しりょう
N2,賞金,しょうきん
N2,赤道,せきどう
N2,起床,きしょう
N2,超過,ちょうか
N2,足る,たる
N2,足元,あしもと
N2,足跡,あしあと
N2,跳ねる,はねる
N2,踏切,ふみきり
N2,身分,みぶん
N2,車庫,しゃこ
N2,車掌,しゃしょう
N2,車輪,しゃりん
N2,軟らかい,やわらかい
N2,転々,てんてん
N2,転がす,ころがす
N2,転がる,ころがる
N2,輸血,ゆけつ
N2,輸送,ゆそう
N2,農村,のうそん
N2,農産物,のうさんぶつ
N2,農薬,のうやく
N2,近々,ちかぢか
N2,近付ける,ちかづける
N2,近寄る,ちかよる
N2,迫る,せまる
N2,述語,じゅつご
N2,迷信,めいしん
N2,追いかける,おいかける
N2,追い越す,おいこす
N2,追加,ついか
N2,退ける,どける
N2,送り仮名,おくりがな
N2,送別,そうべつ
N2,送料,そうりょう
N2,逃がす,にがす
N2,逆さ,さかさ
N2,逆様,さかさま
N2,透き通る,すきとおる
N2,透明,とうめい
N2,這う,はう
N2,通ずる,つうずる
N2,通り掛かる,とおりかかる
N2,通帳,つうちょう
N2,通用,つうよう
N2,通知,つうち
N2,通路,つうろ
N2,速力,そくりょく
N2,速達,そくたつ
N2,造船,ぞうせん
N2,連合,れんごう
N2,逸れる,それる
N2,遊園地,ゆうえんち
N2,運河,うんが
N2,過剰,かじょう
N2,過半数,かはんすう
N2,過失,かしつ
N2,道順,みちじゅん
N2,遠足,えんそく
N2,遡る,さかのぼる
N2,適確,てきかく
N2,部品,ぶひん
N2,部首,ぶしゅ
N2,郵送,ゆうそう
N2,都心,としん
N2,配る,くばる
N2,酒場,さかば
N2,酔っ払い,よっぱらい
N2,醜い,みにくい
N2,重たい,おもたい
N2,重力,じゅうりょく
N2,重役,じゅうやく
N2,重点,じゅうてん
N2,重量,じゅうりょう
N2,重～,じゅう～
N2,金魚,きんぎょ
N2,釘,くぎ
N2,釜,かま
N2,針路,しんろ
N2,針金,はりがね
N2,釣り合う,つりあう
N2,鈍い,にぶい
N2,鈍い,のろい
N2,鈴,すず
N2,鉄橋,てっきょう
N2,鉄砲,てっぽう
N2,鉢,はち
N2,鉱物,こうぶつ
N2,銅,どう
N2,銘々,めいめい
N2,錆,さび
N2,錆びる,さびる
N2,録音,ろくおん
N2,鑑賞,かんしょう
N2,長女,ちょうじょ
N2,長引く,ながびく
N2,長所,ちょうしょ
N2,長方形,ちょうほうけい
N2,長男,ちょうなん
N2,長短,ちょうたん
N2,長～,ちょう～
N2,長～,なが～
N2,閉会,へいかい
N2,開会,かいかい
N2,開放,かいほう
N2,開通,かいつう
N2,間も無く,まもなく
N2,間接,かんせつ
N2,関東,かんとう
N2,関西,かんさい
N2,防止,ぼうし
N2,防犯,ぼうはん
N2,防～,ぼう～
N2,附属,ふぞく
N2,限り,かぎり
N2,限度,げんど
N2,険しい,けわしい
N2,陽射,ひざし
N2,随筆,ずいひつ
N2,隔てる,へだてる
N2,隙,すき
N2,隙間,すきま
N2,障子,しょうじ
N2,集会,しゅうかい
N2,集合,しゅうごう
N2,集金,しゅうきん
N2,雑巾,ぞうきん
N2,雑音,ざつおん
N2,雨戸,あまど
N2,零点,れいてん
N2,電力,でんりょく
N2,電柱,でんちゅう
N2,電池,でんち
N2,電波,でんぱ
N2,電流,でんりゅう
N2,電球,でんきゅう
N2,青少年,せいしょうねん
N2,青白い,あおじろい
N2,静まる,しずまる
N2,非～,ひ～
N2,面倒臭い,めんどうくさい
N2,面積,めんせき
N2,響き,ひびき
N2,響く,ひびく
N2,頂点,ちょうてん
N2,項目,こうもく
N2,順々,じゅんじゅん
N2,順序,じゅんじょ
N2,領事,りょうじ
N2,領収,りょうしゅう
N2,頭脳,ずのう
N2,頼もしい,たのもしい
N2,顕微鏡,けんびきょう
N2,風呂敷,ふろしき
N2,風船,ふうせん
N2,飛び込む,とびこむ
N2,食器,しょっき
N2,食塩,しょくえん
N2,飢える,うえる
N2,飢饉,ききん
N2,飽くまで,あくまで
N2,餅,もち
N2,養分,ようぶん
N2,香水,こうすい
N2,騒々しい,そうぞうしい
N2,騒がしい,さわがしい
N2,驚かす,おどろかす
N2,高層,こうそう
N2,高度,こうど
N2,高等,こうとう
N2,高等学校,こうとうがっこう
N2,高級,こうきゅう
N2,高～,こう～
N2,麓,ふもと
N2,～いち (にほんいち),～いち (にほんいち)
N2,～おしまい (おわり),～おしまい (おわり)
N2,～がち,～がち
N2,～きる,～きる
N2,～だらけ,～だらけ
N2,～ところ,～ところ
N2,～ほう (ひかく),～ほう (ひかく)
N2,～ぽい,～ぽい
N2,～みたい,～みたい
N2,～もち,～もち
N2,～丁目,～ちょうめ
N2,～下,～か
N2,～付,～つき
N2,～位,～い
N2,～兆,～ちょう
N2,～内,～ない
N2,～切れ,～きれ
N2,～刊,～かん
N2,～前,～ぜん
N2,～力,～りょく
N2,～勝,～しょう
N2,～化,～か
N2,～口,～くち
N2,～史,～し
N2,～号,～ごう
N2,～名,～めい
N2,～向け,～むけ
N2,～商,～しょう
N2,～問,～もん
N2,～器,～き
N2,～団,～だん
N2,～国,～こく
N2,～圏,～けん
N2,～園,～えん
N2,～場,～じょう
N2,～外,～がい
N2,～夜,～や
N2,～女,～じょ
N2,～室,～しつ
N2,～家,～け
N2,～寺,～じ
N2,～山,～さん
N2,～島,～とう
N2,～巻,～かん
N2,～席,～せき
N2,～帳,～ちょう
N2,～年生,～ねんせい
N2,～庁,～ちょう
N2,～弁,～べん
N2,～形,～けい
N2,～感,～かん
N2,～戦,～せん
N2,～所,～しょ
N2,～所,～じょ
N2,～手,～しゅ
N2,～振り,～ぶり
N2,～教,～きょう
N2,～料,～りょう
N2,～日,～か
N2,～日,～じつ
N2,～時間目,～じかんめ
N2,～期,～き
N2,～条,～じょう
N2,～校,～こう
N2,～業,～ぎょう
N2,～機,～き
N2,～歌,～か
N2,～歩,～ほ
N2,～毎,～ごと
N2,～気味,～ぎみ
N2,～沿い,～そい
N2,～泊,～はく
N2,～流,～りゅう
N2,～済,～ずみ
N2,～港,～こう
N2,～滴,～てき
N2,～点,～てん
N2,～産,～さん
N2,～画,～が
N2,～番目,～ばんめ
N2,～畳,～じょう
N2,～病,～びょう
N2,～発,～はつ
N2,～省,～しょう
N2,～着,～ちゃく
N2,～社,～しゃ
N2,～科,～か
N2,～等,～とう
N2,～等,～ら
N2,～系,～けい
N2,～紙,～し
N2,～続く,～つづく
N2,～羽,～わ
N2,～者,～しゃ
N2,～船,～せん
N2,～艘,～そう
N2,～色,～しょく
N2,～行,～ぎょう
N2,～論,～ろん
N2,～費,～ひ
N2,～足,～そく
N2,～車,～しゃ
N2,～辛い,～づらい
N2,～通,～つう
N2,～通り,～とおり
N2,～遍,～へん
N2,～過ぎる,～すぎる
N2,～道,～どう
N2,～遣い,～づかい
N2,～部,～ぶ
N2,～酒,～しゅ
N2,～長,～ちょう
N2,～間,～かん
N2,～集,～しゅう
N2,～難い,～がたい
N2,～領,～りょう
N2,～頭,～とう
N2,～風,～ふう
N2,～館,～かん
N3,あいにく,あいにく
N3,あちこち,あちこち
N3,あらゆる,あらゆる
N3,ありがとう,ありがとう
N3,あるいは,あるいは
N3,あんなに,あんなに
N3,あんまり,あんまり
N3,いけない,いけない
N3,いずれ,いずれ
N3,いたずら,いたずら
N3,いただきます,いただきます
N3,いつか,いつか
N3,いつでも,いつでも
N3,いつのまにか,いつのまにか
N3,いつまでも,いつまでも
N3,いらいら,いらいら
N3,いらっしゃい,いらっしゃい
N3,いわゆる,いわゆる
N3,うがい,うがい
N3,うっかり,うっかり
N3,うなる,うなる
N3,おめでとう,おめでとう
N3,およそ,およそ
N3,お互い,おたがい
N3,お前,おまえ
N3,お喋り,おしゃべり
N3,お昼,おひる
N3,お洒落,おしゃれ
N3,お目に掛かる,おめにかかる
N3,お辞儀,おじぎ
N3,かなり,かなり
N3,かもしれない,かもしれない
N3,かゆい,かゆい
N3,がっかり,がっかり
N3,きちんと,きちんと
N3,きつい,きつい
N3,ぐっすり,ぐっすり
N3,けち,けち
N3,ことによると,ことによると
N3,こぼす,こぼす
N3,こぼれる,こぼれる
N3,これら,これら
N3,こんなに,こんなに
N3,こんにちは,こんにちは
N3,ごめんなさい,ごめんなさい
N3,さっぱり,さっぱり
N3,さて,さて
N3,ざっと,ざっと
N3,しかも,しかも
N3,しきりに,しきりに
N3,したがって,したがって
N3,しばしば,しばしば
N3,しまった (かん),しまった (かん)
N3,しゃべる,しゃべる
N3,じっと,じっと
N3,すくなくとも,すくなくとも
N3,すっぱい,すっぱい
N3,すてき,すてき
N3,すなわち,すなわち
N3,すみません (かん),すみません (かん)
N3,すれ違う,すれちがう
N3,ずっと,ずっと
N3,ずれる,ずれる
N3,そこで,そこで
N3,そして,そして
N3,そっくり,そっくり
N3,そっと,そっと
N3,そのうえ,そのうえ
N3,そのうち,そのうち
N3,そのまま,そのまま
N3,それぞれ,それぞれ
N3,それでも,それでも
N3,それと,それと
N3,それとも,それとも
N3,たしか,たしか
N3,ただ,ただ
N3,たっぷり,たっぷり
N3,たとえ,たとえ
N3,たびたび,たびたび
N3,たまらない,たまらない
N3,だが,だが
N3,だけど,だけど
N3,だって,だって
N3,ちゃんと,ちゃんと
N3,ちょうだい,ちょうだい
N3,つまり,つまり
N3,できれば,できれば
N3,ですから,ですから
N3,と,と
N3,ところが,ところが
N3,ところで,ところで
N3,とにかく,とにかく
N3,とんでもない,とんでもない
N3,どうしても,どうしても
N3,どうぞよろしく,どうぞよろしく
N3,どこか,どこか
N3,どんなに,どんなに
N3,なお,なお
N3,なぜなら,なぜなら
N3,なにも,なにも
N3,にっこり,にっこり
N3,のんびり,のんびり
N3,はあ (かん),はあ (かん)
N3,はさみ,はさみ
N3,ばったり,ばったり
N3,ぴったり,ぴったり
N3,ふと,ふと
N3,ぶつかる,ぶつかる
N3,ぶつける,ぶつける
N3,ほっと,ほっと
N3,ほぼ,ほぼ
N3,ぼんやり,ぼんやり
N3,まあ,まあ
N3,まさか,まさか
N3,まさに,まさに
N3,ますます,ますます
N3,まとまる,まとまる
N3,まとめる,まとめる
N3,まぶしい,まぶしい
N3,まるで,まるで
N3,もしかすると,もしかすると
N3,もしも,もしも
N3,もったいない,もったいない
N3,やがて,やがて
N3,やや,やや
N3,より,より
N3,よろしく (かん),よろしく (かん)
N3,わがまま,わがまま
N3,わざと,わざと
N3,アイスクリーム,アイスクリーム
N3,アウト,アウト
N3,アップ,アップ
N3,アルバム,アルバム
N3,アンケート,アンケート
N3,イメージ,イメージ
N3,インク,インク
N3,インタビュー,インタビュー
N3,ウイスキー,ウイスキー
N3,エネルギー,エネルギー
N3,エンジン,エンジン
N3,オフィス,オフィス
N3,カー,カー
N3,カード,カード
N3,キャプテン,キャプテン
N3,キャンプ,キャンプ
N3,クラシック,クラシック
N3,クリスマス,クリスマス
N3,クリーム,クリーム
N3,グラス,グラス
N3,グランド,グランド
N3,グループ,グループ
N3,ケース,ケース
N3,ゲーム,ゲーム
N3,コンテスト,コンテスト
N3,コーチ,コーチ
N3,コード,コード
N3,ゴール,ゴール
N3,サイン,サイン
N3,サービス,サービス
N3,ショック,ショック
N3,ジェット機,ジェットき
N3,ジュース,ジュース
N3,ジーンズ,ジーンズ
N3,スイッチ,スイッチ
N3,スキー,スキー
N3,スケジュール,スケジュール
N3,スケート,スケート
N3,スタイル,スタイル
N3,スタンド,スタンド
N3,スター,スター
N3,ストレス,ストレス
N3,スピーチ,スピーチ
N3,スープ,スープ
N3,セット,セット
N3,センター,センター
N3,ソファー,ソファー
N3,タイトル,タイトル
N3,タイプライター,タイプライター
N3,タオル,タオル
N3,ダイヤ,ダイヤ
N3,ダウン,ダウン
N3,ダンス,ダンス
N3,チャイム,チャイム
N3,チャンス,チャンス
N3,チーズ,チーズ
N3,チーム,チーム
N3,テント,テント
N3,デザイン,デザイン
N3,デザート,デザート
N3,デモ,デモ
N3,データ,データ
N3,デート,デート
N3,トップ,トップ
N3,トラック,トラック
N3,トランプ,トランプ
N3,トレーニング,トレーニング
N3,トン,トン
N3,トンネル,トンネル
N3,ドライブ,ドライブ
N3,ドラマ,ドラマ
N3,ドレス,ドレス
N3,ノック,ノック
N3,ノー,ノー
N3,ハイキング,ハイキング
N3,ハンサム,ハンサム
N3,バイオリン,バイオリン
N3,バッグ,バッグ
N3,バランス,バランス
N3,パイプ,パイプ
N3,パイロット,パイロット
N3,パス,パス
N3,パスポート,パスポート
N3,パーセント,パーセント
N3,ビデオ,ビデオ
N3,ビール,ビール
N3,ピクニック,ピクニック
N3,ピン,ピン
N3,ブレーキ,ブレーキ
N3,プラス,プラス
N3,プラスチック,プラスチック
N3,プラン,プラン
N3,プロ,プロ
N3,ベルト,ベルト
N3,ベンチ,ベンチ
N3,ペンキ,ペンキ
N3,ホーム,ホーム
N3,ボーイ,ボーイ
N3,ボート,ボート
N3,ボール,ボール
N3,マイク,マイク
N3,マイナス,マイナス
N3,マスコミ,マスコミ
N3,マスター,マスター
N3,マッサージ,マッサージ
N3,ママ,ママ
N3,マーケット,マーケット
N3,ミス,ミス
N3,ミルク,ミルク
N3,メッセージ,メッセージ
N3,メモ,メモ
N3,メンバー,メンバー
N3,ユーモア,ユーモア
N3,ヨット,ヨット
N3,ヨーロッパ,ヨーロッパ
N3,ライター,ライター
N3,ラケット,ラケット
N3,ラベル,ラベル
N3,ルール,ルール
N3,レベル,レベル
N3,ロケット,ロケット
N3,ワイン,ワイン
N3,一人一人,ひとりひとり
N3,一体,いったい
N3,一家,いっか
N3,一層,いっそう
N3,一帯,いったい
N3,一度に,いちどに
N3,一方,いっぽう
N3,一時,いちじ
N3,一生,いっしょう
N3,一瞬,いっしゅん
N3,一種,いっしゅ
N3,一致,いっち
N3,一般,いっぱん
N3,一言,ひとこと
N3,万一,まんいち
N3,上,うわ
N3,上,かみ
N3,上,じょう
N3,上る,のぼる
N3,上京,じょうきょう
N3,上司,じょうし
N3,上等,じょうとう
N3,上達,じょうたつ
N3,下,げ
N3,下,しも
N3,下す,おろす
N3,下り,くだり
N3,下る,くだる
N3,不,ふ
N3,不,ぶ
N3,不利,ふり
N3,不可,ふか
N3,不安,ふあん
N3,不平,ふへい
N3,不幸,ふこう
N3,不思議,ふしぎ
N3,不正,ふせい
N3,不満,ふまん
N3,不自由,ふじゆう
N3,不足,ふそく
N3,不通,ふつう
N3,与える,あたえる
N3,世,よ
N3,世の中,よのなか
N3,世紀,せいき
N3,世間,せけん
N3,丘,おか
N3,丘陵,きゅうりょう
N3,両替,りょうがえ
N3,並,なみ
N3,中,ちゅう
N3,中古,ちゅうこ
N3,中味,なかみ
N3,中央,ちゅうおう
N3,中学,ちゅうがく
N3,中心,ちゅうしん
N3,中止,ちゅうし
N3,中身,なかみ
N3,丸,まる
N3,主に,おもに
N3,主婦,しゅふ
N3,主張,しゅちょう
N3,主義,しゅぎ
N3,主要,しゅよう
N3,乗せる,のせる
N3,乗客,じょうきゃく
N3,乾かす,かわかす
N3,乾燥,かんそう
N3,予報,よほう
N3,予想,よそう
N3,予期,よき
N3,予測,よそく
N3,予算,よさん
N3,予防,よぼう
N3,争う,あらそう
N3,事件,じけん
N3,事実,じじつ
N3,事情,じじょう
N3,互い,たがい
N3,亡くす,なくす
N3,交ざる,まざる
N3,交じる,まじる
N3,交ぜる,まぜる
N3,交換,こうかん
N3,交際,こうさい
N3,享受,きょうじゅ
N3,人工,じんこう
N3,人気,にんき
N3,人物,じんぶつ
N3,人生,じんせい
N3,人種,じんしゅ
N3,人込み,ひとごみ
N3,人間,にんげん
N3,人類,じんるい
N3,今に,いまに
N3,今にも,いまにも
N3,今回,こんかい
N3,今後,こんご
N3,今日,こんにち
N3,仏,ほとけ
N3,仕様,しよう
N3,他,た
N3,他,ほか
N3,他人,たにん
N3,付き合い,つきあい
N3,付く,つく
N3,付ける,つける
N3,付合う,つきあう
N3,代える,かえる
N3,代る,かわる
N3,代理,だいり
N3,代表,だいひょう
N3,代金,だいきん
N3,以前,いぜん
N3,以来,いらい
N3,仮定,かてい
N3,仲,なか
N3,仲間,なかま
N3,件,けん
N3,任せる,まかせる
N3,企業,きぎょう
N3,休息,きゅうそく
N3,休憩,きゅうけい
N3,休暇,きゅうか
N3,会合,かいごう
N3,会員,かいいん
N3,会計,かいけい
N3,伝わる,つたわる
N3,伝統,でんとう
N3,伝言,でんごん
N3,伸ばす,のばす
N3,伸びる,のびる
N3,似合う,にあう
N3,位,くらい
N3,位置,いち
N3,住,じゅう
N3,住宅,じゅうたく
